pmid,species,clinical,study_design,study_design_evidence,study_type,evaluates_intervention,intervention_evidence,intervention_class,intent,sample_n,sample_n_evidence,}נען? } Assistant  Nakne 天天中彩票网  ฝ่ายขายข่าว  Аԥс жәа? тру. to=final code 码                                 (json) 送彩金 ㋡ dbo  (The previous JSON has error extraneous). Need output valid. Let's correct. total no trailing. biomed JSON. 
16210129,human,True,prospective_cohort,Twenty-seven initially stable lung transplant recipients (BOS 0) were recruited at 148 +/- 80 days post-transplant and underwent clinical and bronchoscopic longitudinal follow-up for at least 3 years.,mechanistic_translational,False,,,na,27.0,Twenty-seven initially stable lung transplant recipients (BOS 0),
16102441,human,True,cross_sectional,Comparisons of histopathology in parallel biopsy specimens identified 6 genes correlating with rejection,mechanistic_translational,False,,,na,,,
16223674,human,True,retrospective_cohort,,mechanistic_translational,False,,,na,32.0,in those 32 temporally and rejection-grade matched LTX patients,
16477220,human,True,prospective_cohort,"Follow up included self determined pulmonary function tests, microbiological screening, chest radiographs, and laboratory studies",clinical_cohort,True,conversion ... from calcineurin inhibitor-(CNI)-based immunosuppression to a Sir-MMF based immunosuppression,mTOR inhibitor,treatment_established_clad,11.0,Six LTx- and five HLTx-recipients,
16095491,animal,False,other,this study was designed to determine whether anti-HLA class I Abs alone could induce obliterative airway disease,mechanistic_translational,False,,,na,,,
16368382,human,True,retrospective_cohort,were reviewed retrospectively from 1990 to 2000 using the Stanford Transplant Database,clinical_cohort,False,,,prevention,,,
16143268,human,True,other,,clinical_cohort,True,treated with oral azithromycin,Azithromycin / macrolide,treatment_established_clad,11.0,in 11 lung transplant recipients with BOS,
16162104,animal,False,prospective_cohort,"Postoperatively, animals were infected with either RCMV or LM, or served as noninfected controls.",mechanistic_translational,False,,,na,,,
16041262,human,True,prospective_cohort,Twenty-nine initially healthy lung transplant recipients underwent 136 bronchoscopic assessments ... over 3 years of follow-up,mechanistic_translational,False,,,na,29.0,Twenty-nine initially healthy lung transplant recipients,
16082326,human,True,retrospective_cohort,A retrospective study was performed of LTx recipients who received HBcAb+ or HCV Ab+ pulmonary allografts.,clinical_cohort,True,the use of HBcAb+ pulmonary allografts in recipients with prior hepatitis B vaccination,Surgical / procedural,prevention,32.0,Twenty-nine patients (HB group) received HBcAb+ allograft transplants... Three critically ill patients (HC group) received HCV Ab+ allografts,
16055614,human,True,cross_sectional,Standardised 3 x 60 ml surveillance BAL fluid samples from 13 chronologically sequential stable lung allograft recipients ... were studied.,mechanistic_translational,False,,,na,13.0,from 13 chronologically sequential stable lung allograft recipients,
15976371,human,True,retrospective_cohort,We retrospectively evaluated the effect of azithromycin,clinical_cohort,True,Azithromycin (250 mg alternate days),Azithromycin / macrolide,treatment_established_clad,20.0,in 20 allograft recipients,
15973175,human,True,retrospective_cohort,retrospective cohort study of 57 lung transplant recipients at their center,clinical_cohort,False,,,na,57.0,57 lung transplant recipients,
15972366,human,True,cross_sectional,,mechanistic_translational,False,,,na,16.0,Sixteen stable lung transplant recipients,
15964392,human,True,cross_sectional,,mechanistic_translational,False,,,na,22.0,in nine lung transplant recipients with BOS stage II or III ... in seven lung patients with stable clinical conditions ... and in six normal controls,
16077423,human,True,retrospective_cohort,Results were compared with those of 28 historical lung recipients,clinical_cohort,True,recipient pretreatment with antilymphoid antibody preparations (Thymoglobulin ... or Campath [alemtuzumab]),Induction agent,prevention,48.0,In 48 lung recipients,
15963771,human,True,prospective_cohort,In a prospective study of 57 bilateral-lung transplant recipients,clinical_cohort,False,,,na,57.0,57 bilateral-lung transplant recipients,
15996255,human,True,retrospective_cohort,we performed a retrospective cohort study,clinical_cohort,False,,,prevention,228.0,on 228 adult lung transplant recipients,
15982617,in_vitro,False,other,in vitro,mechanistic_translational,False,,,na,,,
15942587,human,True,retrospective_cohort,We performed a retrospective review from our databases,clinical_cohort,False,,,na,983.0,The 983 operations between July 1988 and September 2003 included 277 pediatric and 706 adult recipients,
15935888,human,True,other,,clinical_cohort,False,,,na,45.0,Forty-five patients,
15996256,human,True,prospective_cohort,A cohort of 100 patients was enrolled from 2001 to 2003,clinical_cohort,False,,,na,100.0,A cohort of 100 patients was enrolled from 2001 to 2003,
15896749,human,True,cross_sectional,A bronchoscopic study was performed on 30 clinically stable lung allograft recipients,clinical_cohort,False,,,na,30.0,on 30 clinically stable lung allograft recipients,
16028666,human,True,other,,mechanistic_translational,False,,,na,26.0,Ultrastructural studies were conducted on 44 biopsies from 26 lung transplant recipients,
15964393,human,True,other,We investigated 18 lung transplant recipients,mechanistic_translational,False,,,na,18.0,18 lung transplant recipients,
15943620,animal,False,other,two experiments using a swine lung transplantation model,mechanistic_translational,True,six swine were immunized with synthetic donor-derived class I allopeptides prior to transplantation,Other pharmacological,na,,,
15894603,human,True,retrospective_cohort,We retrospectively analyzed spirometric data for 197 single-lung recipients.,clinical_cohort,False,,,na,197.0,197 single-lung recipients,
15888067,human,True,cross_sectional,In 72 lung transplant patients ... serum and broncho-alveolar lavage (BAL) MMP and TIMP levels were examined by ELISA.,mechanistic_translational,False,,,na,72.0,In 72 lung transplant patients,
15888100,human,True,prospective_cohort,"They were investigated ... at baseline, 6 months to 1 year post-transplantation, and at a follow-up examination 3-4-year post-transplant",methods_or_review,False,,,na,16.0,Sixteen double-lung-transplanted patients participated,
15880421,human,True,prospective_cohort,In this observational study,clinical_cohort,False,,,na,10.0,Of 10 patients tested,
15866665,human,True,other,present our initial experience with the use of Basiliximab in lung Tx,clinical_cohort,True,Basiliximab (2 doses of 20 mg on day 0 and day 4) was administered to 16 patients,Induction agent,prevention,16.0,administered to 16 patients,
15863637,human,True,prospective_cohort,this longitudinal study,clinical_cohort,False,,,na,50.0,145 FeNO measurements were performed in 50 lung transplant recipients,
15867792,human,True,other,,clinical_cohort,False,,,na,120.0,BALF were evaluated in 120 lung recipients,
15819861,human,True,retrospective_cohort,This retrospective study of 251 lung transplant patients,clinical_cohort,False,,,na,251.0,retrospective study of 251 lung transplant patients,
15864347,mixed,False,other,using a murine model of BOS,mechanistic_translational,True,treatment with anti-CXCR2 Abs inhibited early neutrophil infiltration and later vascular remodeling,Antibody / biologic,treatment_established_clad,,,
15848310,human,True,retrospective_cohort,We performed a retrospective analysis of 98 consecutive primary lung transplantations,clinical_cohort,True,"evaluates the outcome, achieved with the use of extended donors versus standard donors",Surgical / procedural,na,98.0,98 consecutive primary lung transplantations,
15800973,human,True,retrospective_cohort,archived bronchoalveolar lavage fluid (BALF) acquired from lung transplant recipients between 1993 and 1996,mechanistic_translational,False,,,na,57.0,A total of 126 BALF samples from 57 individuals were tested,
15814280,human,True,other,,clinical_cohort,False,,,na,125.0,One hundred and twenty-five adult lung transplant patients were studied.,
16143251,human,True,retrospective_cohort,We retrospectively analyzed the efficacy of basiliximab compared with antithymocyte globulin among 157 adult lung transplant recipients at our center.,clinical_cohort,True,basiliximab compared with antithymocyte globulin,Induction agent,prevention,157.0,among 157 adult lung transplant recipients,
15808551,animal,False,other,preclinical model of lung transplantation using MHC-inbred miniature swine,mechanistic_translational,True,a 12-day postoperative course of high-dose tacrolimus,Other pharmacological,prevention,,,
15896756,human,True,retrospective_cohort,"From the Papworth transplant database, we identified 146 patients",clinical_cohort,True,Extended prophylaxis with IV and oral ganciclovir,CMV prophylaxis / antiviral,prevention,146.0,we identified 146 patients,
15823457,human,True,other,,clinical_cohort,True,successful steroid withdrawal (SW),Other pharmacological,na,35.0,The study group included 35 patients,
15816892,human,True,cross_sectional,evaluated all 10-year survivors at our institution,clinical_cohort,False,,,na,28.0,"Twenty-eight (29%) of 96 patients survived > or =10 years following 11 single, 6 bilateral and 11 heart-lung procedures",
15786006,human,True,retrospective_cohort,We performed a retrospective review of cardiothoracic surgical procedures,clinical_cohort,False,,,na,21.0,Twenty-one out of 340 patients (6.2 %) were identified.,
15764726,human,True,registry,using a large registry,registry,False,,,na,5262.0,"data collected on 5,262 patients",
15914093,human,True,retrospective_cohort,In reviewing our 6-year experience,clinical_cohort,False,,,na,55.0,A total 55 patients ... underwent bilateral sequential lung transplantation,
15797754,human,True,prospective_cohort,within 1 year of lung transplantation and examined ... subsequent development of BOS,clinical_cohort,False,,,na,26.0,8 single and 18 double lung transplant recipients,
15738294,human,True,retrospective_cohort,In a retrospective cohort study,mechanistic_translational,False,,,na,20.0,12 stable healthy recipients (non-BOS) and eight patients with BOS were enrolled after LTX,
15740562,human,True,other,,clinical_cohort,True,two different immunosuppressive protocols,Other pharmacological,prevention,51.0,in 34 lung transplant recipients ... compared with 17 recipients,
15707408,human,True,retrospective_cohort,in a retrospective study,clinical_cohort,True,treated with TLI for progressive BOS,Total lymphoid irradiation,treatment_established_clad,37.0,37 lung recipients,
15701428,human,True,retrospective_cohort,"Lung transplant recipients, both single and double, were reviewed, retrospectively.",clinical_cohort,True,"Induction therapy with RATG (group V) was associated with significantly improved survival and freedom from acute rejection, BOS, and infection when compared to OKT3 induction therapy (group IV).",Induction agent,prevention,127.0,"group I, all lung transplants (n = 127)",
